,,2ª anterior,,,
TransactionTypeGroup,Produções,,,,
,,,,,
Sum Quantity,,,,,
AreaSapWorkCenter,OrderName,OrderOperationStatus,Total,,
,ACC.1600045928,Encerada,4898.00,1600045928,
,ACC.1600045931,Encerada,3700.00,1600045931,
,ACC.1600045944,Encerada,7737.00,1600045944,
,ACC.1600045947,Encerada,5848.00,1600045947,
,ACC.1600045951,Encerada,2219.00,1600045951,
,ACC.1600045956,Encerada,1671.00,1600045956,
,ACC.1600046150,Encerada,3130.00,1600046150,
,ACC.1600046840,Encerada,72.00,1600046840,
,ACC.1600046856,Encerada,10.00,1600046856,
,ACC.1600046956,Encerada,6231.00,1600046956,
,ACC.1600046969,Encerada,300.00,1600046969,
,ACC.1600046972,Encerada,310.00,1600046972,
,ACC.1600046975,Encerada,296.00,1600046975,
,ACC.1600046978,Encerada,300.00,1600046978,
,ACC.1600047549,Encerada,72.00,1600047549,
,ACC.1600047582,Encerada,20.00,1600047582,
,ACC.1600047700,Encerada,6.00,1600047700,
,ACC.1600047702,Encerada,1.00,1600047702,
,ACC.1600047704,Encerada,2.00,1600047704,
,ACC.1600047715,Encerada,3.00,1600047715,
,ACC.1600047983,Encerada,48.00,1600047983,
,ACC.1600047985,Encerada,60.00,1600047985,
,ACC.1600048012,Encerada,1195.00,1600048012,
,ACC.1600048015,Encerada,4230.00,1600048015,
,ACC.1600048053,Encerada,4.00,1600048053,
,ACC.1600048056,Encerada,30.00,1600048056,
,ACC.1600048064,Encerada,5.00,1600048064,
,ACC.1600048066,Encerada,5.00,1600048066,
,ACC.1600048878,Encerada,75.00,1600048878,
,ACC.1600048891,Encerada,5.00,1600048891,
,ACC.1600048935,Encerada,30.00,1600048935,
,ACC.1600048961,Encerada,7.00,1600048961,
,ACC.1600048963,Encerada,26.00,1600048963,
,ACC.1600048964,Encerada,28.00,1600048964,
,ACC.1600049502,Encerada,6.00,1600049502,
,ACC.1600049519,Encerada,80.00,1600049519,
,ACC.1600049617,Encerada,5.00,1600049617,
,ACC.1600049619,Encerada,10.00,1600049619,
,ACC.1600049659,Encerada,2.00,1600049659,
,ACC.1600049677,Encerada,3.00,1600049677,
,ACC.1600049686,Encerada,410.00,1600049686,
,ACC.1600050107,Encerada,40.00,1600050107,
,ACC.1600050110,Encerada,750.00,1600050110,
,ACC.1600050117,Encerada,270.00,1600050117,
,ACC.1600050278,Encerada,710.00,1600050278,
,ACC.1600050821,Encerada,10.00,1600050821,
,ACC.1600050850,Encerada,45295.00,1600050850,
,ACC.1600050859,Encerada,24.00,1600050859,
,ACC.1600050861,Encerada,24.00,1600050861,
,ACC.1600050916,Encerada,576.00,1600050916,
,ACC.1600050941,Encerada,1.00,1600050941,
,ACC.1600050944,Encerada,5.00,1600050944,
,ACC.1600050947,Encerada,2.00,1600050947,
,ACC.1600050949,Encerada,30.00,1600050949,
,ACC.1600051011,Encerada,460.00,1600051011,
,ACC.1600051016,Encerada,300.00,1600051016,
,ACC.1600051018,Encerada,2375.00,1600051018,
,ACC.1600051621,Encerada,48.00,1600051621,
,ACC.1600051637,Encerada,40.00,1600051637,
,ACC.1600051703,Encerada,20.00,1600051703,
,ACC.1600051710,Encerada,20.00,1600051710,
,ACC.1600051712,Encerada,5.00,1600051712,
,ACC.1600051938,Encerada,465.00,1600051938,
,ACC.1600051961,Encerada,1140.00,1600051961,
,ACC.1600051964,Encerada,130.00,1600051964,
,ACC.1600051967,Encerada,235.00,1600051967,
,ACC.1600051971,Encerada,5460.00,1600051971,
,ACC.1600051974,Encerada,235.00,1600051974,
,ACC.1600052007,Encerada,5880.00,1600052007,
,ACC.1600052328,Encerada,11056.00,1600052328,
,ACC.1600052465,Encerada,9.00,1600052465,
,ACC.1600052467,Encerada,9.00,1600052467,
,ACC.1600052782,Encerada,4.00,1600052782,
,ACC.1600052861,Encerada,48.00,1600052861,
,ACC.1600052918,Encerada,10180.00,1600052918,
,ACC.1600053020,Encerada,1.00,1600053020,
,ACC.1600053070,Encerada,4.00,1600053070,
,ACC.1600053071,Encerada,8.00,1600053071,
,ACC.1600053072,Encerada,6.00,1600053072,
,ACC.1600053076,Encerada,6075.00,1600053076,
,ACC.1600053102,Encerada,2290.00,1600053102,
,ACC.1600053136,Encerada,1.00,1600053136,
,ACC.1600053137,Encerada,1.00,1600053137,
,ACC.1600053165,Encerada,5.00,1600053165,
,ACC.1600053178,Encerada,640.00,1600053178,
,ACC.1600053179,Encerada,160.00,1600053179,
,ACC.1600053185,Encerada,20.00,1600053185,
,ACC.1600053186,Encerada,12.00,1600053186,
,ACC.1600053470,Encerada,4.00,1600053470,
,ACC.1600053818,Encerada,47.00,1600053818,
,ACC.1600053828,Encerada,12.00,1600053828,
,ACC.1600053829,Encerada,12.00,1600053829,
,ACC.1600054208,Encerada,2828.00,1600054208,
,ACC.1600054240,Encerada,24.00,1600054240,
,ACC.1600054241,Encerada,42.00,1600054241,
,ACC.1600054242,Encerada,48.00,1600054242,
,ACC.1600054244,Encerada,24.00,1600054244,
,ACC.1600054249,Encerada,28010.00,1600054249,
,ACC.1600054253,Encerada,10.00,1600054253,
,ACC.1600054258,Encerada,2.00,1600054258,
,ACC.1600054266,Encerada,485.00,1600054266,
,ACC.1600054272,Encerada,15.00,1600054272,
,ACC.1600054310,Encerada,1110.00,1600054310,
,ACC.1600054315,Encerada,3106.00,1600054315,
,ACC.1600054807,Encerada,4.00,1600054807,
,ACC.1600054890,Encerada,88.00,1600054890,
,ACC.1600055206,Encerada,40.00,1600055206,
,ACC.1600055477,Encerada,730.00,1600055477,
,ACC.1600055615,Encerada,3.00,1600055615,
,ACC.1600055616,Encerada,18.00,1600055616,
,ACC.1600056082,Encerada,11240.00,1600056082,
,ACC.1600056090,Encerada,10.00,1600056090,
,ACC.1600056092,Encerada,5.00,1600056092,
,ACC.1600056344,Encerada,2.00,1600056344,
,ACC.1600056381,Encerada,9239.00,1600056381,
,ACC.1600056389,Encerada,5.00,1600056389,
,ACC.1600056391,Encerada,3.00,1600056391,
,ACC.1600056393,Encerada,3.00,1600056393,
,ACC.1600056395,Encerada,2.00,1600056395,
,ACC.1600056399,Encerada,5.00,1600056399,
,ACC.1600056401,Encerada,8.00,1600056401,
,ACC.1600056403,Encerada,6.00,1600056403,
,ACC.1600056410,Encerada,7.00,1600056410,
,ACC.1600056413,Encerada,1.00,1600056413,
,ACC.1600056427,Encerada,3725.00,1600056427,
,ACC.1600056445,Encerada,48.00,1600056445,
,ACC.1600056456,Encerada,5.00,1600056456,
,ACC.1600056513,Encerada,1040.00,1600056513,
,ACC.1600056514,Encerada,4.00,1600056514,
,ACC.1600056517,Encerada,12.00,1600056517,
,ACC.1600056621,Encerada,420.00,1600056621,
,ACC.1600056796,Encerada,10.00,1600056796,
,ACC.1600056804,Encerada,640.00,1600056804,
,ACC.1600056807,Encerada,107.00,1600056807,
,ACC.1600056808,Encerada,400.00,1600056808,
,ACC.1600056967,Encerada,65.00,1600056967,
,ACC.1600057005,Encerada,1510.00,1600057005,
,ACC.1600057056,Encerada,280.00,1600057056,
,ACC.1600057106,Encerada,270.00,1600057106,
,ACC.1600057187,Encerada,72.00,1600057187,
,ACC.1600057218,Encerada,160.00,1600057218,
,ACC.1600057267,Encerada,450.00,1600057267,
,ACC.1600057912,Encerada,36.00,1600057912,
,ACC.1600057931,Encerada,1580.00,1600057931,
,ACC.1600058279,Encerada,4.00,1600058279,
,ACC.1600058286,Encerada,4.00,1600058286,
,ACC.1600058349,Encerada,10.00,1600058349,
,ACC.1600058351,Encerada,1.00,1600058351,
,ACC.1600058359,Encerada,2170.00,1600058359,
,ACC.1600058418,Encerada,100.00,1600058418,
,ACC.1600058419,Encerada,46.00,1600058419,
,ACC.1600058720,Encerada,2260.00,1600058720,
,ACC.1600058880,Encerada,355.00,1600058880,
,ACC.1600058881,Encerada,1320.00,1600058881,
,ACC.1600058884,Encerada,3.00,1600058884,
,ACC.1600058886,Encerada,7.00,1600058886,
,ACC.1600059223,Encerada,48.00,1600059223,
,ACC.1600059292,Encerada,2.00,1600059292,
,ACC.1600059318,Encerada,15.00,1600059318,
,ACC.1600059490,Encerada,10.00,1600059490,
,ACC.1600059523,Encerada,6232.00,1600059523,
,ACC.1600059524,Encerada,640.00,1600059524,
,ACC.1600059525,Encerada,107.00,1600059525,
,ACC.1600059526,Encerada,80.00,1600059526,
,ACC.1600059539,Encerada,3350.00,1600059539,
,ACC.1600059540,Encerada,4641.00,1600059540,
,ACC.1600059742,Encerada,2.00,1600059742,
,ACC.1600059744,Encerada,1.00,1600059744,
,ACC.1600059937,Encerada,125.00,1600059937,
,ACC.1600059981,Encerada,4.00,1600059981,
,ACC.1600060039,Encerada,1.00,1600060039,
,ACC.1600060041,Encerada,6.00,1600060041,
,ACC.1600060042,Encerada,1.00,1600060042,
,ACC.1600060053,Encerada,2504.00,1600060053,
,ACC.1600060056,Encerada,780.00,1600060056,
,ACC.1600060059,Encerada,2310.00,1600060059,
,ACC.1600060062,Encerada,2.00,1600060062,
,ACC.1600060508,Encerada,4.00,1600060508,
,ACC.1600060512,Encerada,24.00,1600060512,
,ACC.1600060551,Encerada,24.00,1600060551,
,ACC.1600060553,Encerada,50.00,1600060553,
,ACC.1600060616,Encerada,1.00,1600060616,
,ACC.1600060636,Definitiva,2212.00,1600060636,
,ACC.1600060654,Encerada,4740.00,1600060654,
,ACC.1600060657,Encerada,3949.00,1600060657,
,ACC.1600060683,Encerada,2053.00,1600060683,
,ACC.1600060699,Encerada,7816.00,1600060699,
,ACC.1600061488,Encerada,26550.00,1600061488,
,ACC.1600061491,Encerada,28319.00,1600061491,
,ACC.1600062870,Encerada,4.00,1600062870,
,ACC.1600062934,Encerada,15.00,1600062934,
,ACC.1600063529,Encerada,176.00,1600063529,
,ACC.1600063530,Encerada,336.00,1600063530,
,ACC.1600063531,Encerada,84.00,1600063531,
,ACC.1600063721,Encerada,5.00,1600063721,
,ACC.1600063723,Encerada,6.00,1600063723,
,ACC.1600063735,Encerada,1.00,1600063735,
,ACC.1600063737,Encerada,2.00,1600063737,
,ACC.1600063743,Encerada,28.00,1600063743,
,ACC.1600063744,Encerada,3.00,1600063744,
,ACC.1600063745,Encerada,9.00,1600063745,
,ACC.1600063746,Encerada,27.00,1600063746,
,ACC.1600063748,Encerada,10.00,1600063748,
,ACC.1600063749,Encerada,1.00,1600063749,
,ACC.1600063829,Encerada,20.00,1600063829,
,ACC.1600063831,Encerada,40.00,1600063831,
,ACC.1600063862,Encerada,875.00,1600063862,
,ACC.1600063868,Encerada,1.00,1600063868,
,ACC.1600063876,Encerada,32.00,1600063876,
,ACC.1600063996,Encerada,110.00,1600063996,
,ACC.1600064245,Encerada,200.00,1600064245,
,ACC.1600064458,Definitiva,5070.00,1600064458,
,ACC.1600064459,Encerada,295.00,1600064459,
,ACC.1600064480,Encerada,5070.00,1600064480,
,ACC.1600064482,Encerada,50.00,1600064482,
,ACC.1600064483,Encerada,110.00,1600064483,
,ACC.1600064590,Encerada,320.00,1600064590,
,ACC.1600064823,Encerada,50.00,1600064823,
,ACC.1600064832,Encerada,1.00,1600064832,
,ACC.1600064837,Encerada,659.00,1600064837,
,ACC.1600065000,Definitiva,535.00,1600065000,
,ACC.1600065003,Encerada,2486.00,1600065003,
,ACC.1600065143,Encerada,2.00,1600065143,
,ACC.1600065263,Encerada,26.00,1600065263,
,ACC.1600065264,Encerada,5.00,1600065264,
,ACC.1600065265,Encerada,9.00,1600065265,
,ACC.1600065289,Encerada,4550.00,1600065289,
,ACC.1600065847,Encerada,28.00,1600065847,
,ACC.1600066253,Encerada,4.00,1600066253,
,ACC.1600066254,Encerada,24.00,1600066254,
,ACC.1600066286,Encerada,12500.00,1600066286,
,ACC.1600066452,Encerada,515.00,1600066452,
,ACC.1600066456,Encerada,620.00,1600066456,
,ACC.1600066460,Encerada,520.00,1600066460,
,ACC.1600066888,Encerada,2.00,1600066888,
,ACC.1600066912,Encerada,15.00,1600066912,
,ACC.1600066913,Definitiva,10025.00,1600066913,
,ACC.1600066960,Encerada,5.00,1600066960,
,ACC.1600066972,Encerada,3.00,1600066972,
,ACC.1600066974,Encerada,6.00,1600066974,
,ACC.1600066978,Encerada,3.00,1600066978,
,ACC.1600067005,Encerada,3.00,1600067005,
,ACC.1600067006,Encerada,3.00,1600067006,
,ACC.1600067009,Encerada,1.00,1600067009,
,ACC.1600067743,Encerada,50.00,1600067743,
,ACC.1600068021,Encerada,11000.00,1600068021,
,ACC.1600068028,Definitiva,3065.00,1600068028,
,ACC.1600068029,Definitiva,5220.00,1600068029,
,ACC.1600068582,Definitiva,19724.00,1600068582,
,ACC.1600068720,Encerada,1.00,1600068720,
,ACC.1600068792,Definitiva,6.00,1600068792,
,ACC.1600068833,Encerada,2.00,1600068833,
,ACC.1600068891,Definitiva,7767.00,1600068891,
,ACC.1600068898,Definitiva,640.00,1600068898,
,ACC.1600069253,Encerada,1.00,1600069253,
,ACC.1600069254,Encerada,5.00,1600069254,
,ACC.1600069389,Definitiva,51.00,1600069389,
,ACC.1600069747,Encerada,12750.00,1600069747,
,ACC.1600069954,Definitiva,240.00,1600069954,
,ACC.1600069957,Definitiva,1325.00,1600069957,
,ACC.1600069960,Definitiva,669.00,1600069960,
,ACC.1600070006,Encerada,480.00,1600070006,
,ACC.1600070007,Encerada,80.00,1600070007,
,ACC.1600070035,Definitiva,170.00,1600070035,
,ACC.1600071767,Definitiva,10.00,1600071767,
,ACC.1600072060,Definitiva,5620.00,1600072060,
,ACC.1600072064,Encerada,240.00,1600072064,
,ACC.1600072285,Encerada,60.00,1600072285,
,ACC.1600072292,Definitiva,19.00,1600072292,
,ACC.1600072293,Definitiva,15.00,1600072293,
CNMREBMA,ACC.1600025686,Encerada,682.00,1600025686,
,ACC.1600038148,Encerada,2480.00,1600038148,
,ACC.1600038151,Encerada,2480.00,1600038151,
,ACC.1600038154,Encerada,2480.00,1600038154,
,ACC.1600038157,Encerada,2480.00,1600038157,
,ACC.1600038160,Encerada,2480.00,1600038160,
,ACC.1600038237,Encerada,350.00,1600038237,
,ACC.1600039734,Encerada,210.00,1600039734,
,ACC.1600039785,Encerada,432.00,1600039785,
,ACC.1600039788,Encerada,1488.00,1600039788,
,ACC.1600039791,Encerada,5.00,1600039791,
,ACC.1600040555,Encerada,24.00,1600040555,
,ACC.1600040558,Encerada,24.00,1600040558,
,ACC.1600040614,Encerada,280.00,1600040614,
,ACC.1600042108,Encerada,168.00,1600042108,
,ACC.1600042158,Encerada,96.00,1600042158,
,ACC.1600042233,Encerada,832.00,1600042233,
,ACC.1600042242,Encerada,240.00,1600042242,
,ACC.1600042258,Encerada,576.00,1600042258,
,ACC.1600042264,Encerada,1210.00,1600042264,
,ACC.1600042267,Encerada,528.00,1600042267,
,ACC.1600042694,Encerada,560.00,1600042694,
,ACC.1600042701,Encerada,2310.00,1600042701,
,ACC.1600043028,Encerada,385.00,1600043028,
,ACC.1600043031,Encerada,560.00,1600043031,
,ACC.1600043034,Encerada,245.00,1600043034,
,ACC.1600044601,Encerada,72.00,1600044601,
,ACC.1600045015,Encerada,1050.00,1600045015,
,ACC.1600045018,Encerada,90.00,1600045018,
,ACC.1600046842,Encerada,141.00,1600046842,
,ACC.1600047482,Encerada,1080.00,1600047482,
,ACC.1600047483,Encerada,2160.00,1600047483,
,ACC.1600047487,Encerada,2160.00,1600047487,
,ACC.1600047590,Encerada,416.00,1600047590,
,ACC.1600047647,Encerada,2646.00,1600047647,
,ACC.1600047662,Encerada,1000.00,1600047662,
,ACC.1600047666,Encerada,1056.00,1600047666,
,ACC.1600047674,Encerada,800.00,1600047674,
,ACC.1600047677,Encerada,104.00,1600047677,
,ACC.1600047708,Encerada,2310.00,1600047708,
,ACC.1600048018,Encerada,2310.00,1600048018,
,ACC.1600048021,Encerada,2310.00,1600048021,
,ACC.1600048030,Encerada,1680.00,1600048030,
,ACC.1600048038,Encerada,105.00,1600048038,
,ACC.1600048839,Encerada,1050.00,1600048839,
,ACC.1600048895,Encerada,1260.00,1600048895,
,ACC.1600049679,Encerada,1155.00,1600049679,
,ACC.1600049733,Encerada,72.00,1600049733,
,ACC.1600050871,Encerada,1070.00,1600050871,
,ACC.1600050875,Encerada,864.00,1600050875,
,ACC.1600050898,Encerada,1210.00,1600050898,
,ACC.1600050902,Encerada,960.00,1600050902,
,ACC.1600050933,Encerada,2480.00,1600050933,
,ACC.1600050937,Encerada,2480.00,1600050937,
,ACC.1600052442,Encerada,210.00,1600052442,
,ACC.1600052445,Encerada,40.00,1600052445,
,ACC.1600052448,Encerada,70.00,1600052448,
,ACC.1600052469,Encerada,420.00,1600052469,
,ACC.1600052496,Encerada,2480.00,1600052496,
,ACC.1600052499,Encerada,2480.00,1600052499,
,ACC.1600052502,Definitiva,1280.00,1600052502,
,ACC.1600052505,Definitiva,2480.00,1600052505,
,ACC.1600052556,Encerada,704.00,1600052556,
,ACC.1600052650,Encerada,1488.00,1600052650,
,ACC.1600052653,Encerada,1488.00,1600052653,
,ACC.1600052656,Encerada,1488.00,1600052656,
,ACC.1600052659,Encerada,1488.00,1600052659,
,ACC.1600052662,Encerada,1488.00,1600052662,
,ACC.1600052665,Encerada,1488.00,1600052665,
,ACC.1600052668,Encerada,1488.00,1600052668,
,ACC.1600052679,Encerada,210.00,1600052679,
,ACC.1600052784,Encerada,1584.00,1600052784,
,ACC.1600052795,Encerada,144.00,1600052795,
,ACC.1600052818,Encerada,210.00,1600052818,
,ACC.1600052913,Encerada,525.00,1600052913,
,ACC.1600052916,Encerada,2160.00,1600052916,
,ACC.1600053100,Encerada,1080.00,1600053100,
,ACC.1600053139,Encerada,210.00,1600053139,
,ACC.1600053996,Definitiva,875.00,1600053996,
,ACC.1600053999,Encerada,1085.00,1600053999,
,ACC.1600054238,Encerada,2310.00,1600054238,
,ACC.1600055198,Encerada,35.00,1600055198,
,ACC.1600056249,Encerada,1190.00,1600056249,
,ACC.1600056303,Encerada,80.00,1600056303,
,ACC.1600056316,Encerada,240.00,1600056316,
,ACC.1600056358,Encerada,50.00,1600056358,
,ACC.1600056386,Encerada,2310.00,1600056386,
,ACC.1600056439,Encerada,210.00,1600056439,
,ACC.1600058309,Encerada,2480.00,1600058309,
,ACC.1600058312,Encerada,2480.00,1600058312,
,ACC.1600058372,Encerada,105.00,1600058372,
,ACC.1600059970,Encerada,258.00,1600059970,
,ACC.1600060047,Encerada,96.00,1600060047,
,ACC.1600060050,Encerada,245.00,1600060050,
,ACC.1600060398,Encerada,50.00,1600060398,
,ACC.1600060510,Encerada,90.00,1600060510,
,ACC.1600062019,Encerada,105.00,1600062019,
,ACC.1600066984,Encerada,48.00,1600066984,
,ACC.1600070820,Encerada,144.00,1600070820,
CNMREBMM,ACC.1600034464,Encerada,960.00,1600034464,
,ACC.1600034468,Encerada,1192.00,1600034468,
,ACC.1600037632,Encerada,720.00,1600037632,
,ACC.1600037959,Encerada,4320.00,1600037959,
,ACC.1600037979,Encerada,2160.00,1600037979,
,ACC.1600040001,Encerada,11.00,1600040001,
,ACC.1600040052,Encerada,576.00,1600040052,
,ACC.1600040058,Encerada,1728.00,1600040058,
,ACC.1600040071,Encerada,300.00,1600040071,
,ACC.1600040074,Encerada,117.00,1600040074,
,ACC.1600040077,Encerada,600.00,1600040077,
,ACC.1600040080,Encerada,125.00,1600040080,
,ACC.1600042152,Encerada,168.00,1600042152,
,ACC.1600042155,Encerada,75.00,1600042155,
,ACC.1600042180,Encerada,80.00,1600042180,
,ACC.1600042202,Encerada,64.00,1600042202,
,ACC.1600043025,Encerada,80.00,1600043025,
,ACC.1600043938,Encerada,576.00,1600043938,
,ACC.1600044377,Encerada,36.00,1600044377,
,ACC.1600047541,Encerada,573.00,1600047541,
,ACC.1600047543,Encerada,1584.00,1600047543,
,ACC.1600047559,Encerada,4320.00,1600047559,
,ACC.1600048011,Encerada,766.00,1600048011,
,ACC.1600048014,Encerada,3408.00,1600048014,
,ACC.1600048034,Encerada,6.00,1600048034,
,ACC.1600048055,Encerada,21.00,1600048055,
,ACC.1600049685,Encerada,40.00,1600049685,
,ACC.1600049738,Encerada,217.00,1600049738,
,ACC.1600049741,Encerada,100.00,1600049741,
,ACC.1600050864,Encerada,112.00,1600050864,
,ACC.1600051010,Encerada,180.00,1600051010,
,ACC.1600051015,Encerada,150.00,1600051015,
,ACC.1600051017,Encerada,930.00,1600051017,
,ACC.1600051937,Encerada,240.00,1600051937,
,ACC.1600051960,Encerada,450.00,1600051960,
,ACC.1600051963,Encerada,60.00,1600051963,
,ACC.1600051966,Encerada,90.00,1600051966,
,ACC.1600051973,Encerada,120.00,1600051973,
,ACC.1600051977,Encerada,1100.00,1600051977,
,ACC.1600051978,Encerada,1100.00,1600051978,
,ACC.1600052225,Encerada,990.00,1600052225,
,ACC.1600052327,Encerada,1061.00,1600052327,
,ACC.1600052459,Encerada,10.00,1600052459,
,ACC.1600052462,Encerada,28.00,1600052462,
,ACC.1600052488,Encerada,432.00,1600052488,
,ACC.1600052490,Encerada,1584.00,1600052490,
,ACC.1600052674,Encerada,27.00,1600052674,
,ACC.1600053134,Encerada,961.00,1600053134,
,ACC.1600054869,Encerada,4321.00,1600054869,
,ACC.1600055207,Encerada,21.00,1600055207,
,ACC.1600056352,Encerada,504.00,1600056352,
,ACC.1600056355,Encerada,200.00,1600056355,
,ACC.1600056512,Encerada,840.00,1600056512,
,ACC.1600059975,Encerada,264.00,1600059975,
,ACC.1600059978,Encerada,220.00,1600059978,
,ACC.1600060055,Encerada,300.00,1600060055,
,ACC.1600060058,Encerada,881.00,1600060058,
,ACC.1600062860,Encerada,1100.00,1600062860,
,ACC.1600063704,Definitiva,576.00,1600063704,
,ACC.1600064979,Encerada,840.00,1600064979,
,ACC.1600065002,Definitiva,1632.00,1600065002,
,ACC.1600065145,Encerada,225.00,1600065145,
,ACC.1600069380,Definitiva,731.00,1600069380,
,ACC.1600070828,Definitiva,24.00,1600070828,
,ACC.1600070831,Encerada,2.00,1600070831,
CNMRETBL,ACC.1600048359,Encerada,21.00,1600048359,
,ACC.1600051227,Encerada,160.00,1600051227,
,ACC.1600051228,Encerada,277.00,1600051228,
,ACC.1600051233,Encerada,5.00,1600051233,
,ACC.1600051237,Encerada,80.00,1600051237,
,ACC.1600051239,Encerada,40.00,1600051239,
,ACC.1600051240,Encerada,407.00,1600051240,
,ACC.1600051241,Encerada,300.00,1600051241,
,ACC.1600051244,Encerada,90.00,1600051244,
,ACC.1600051247,Encerada,91.00,1600051247,
,ACC.1600051249,Encerada,70.00,1600051249,
,ACC.1600051250,Encerada,180.00,1600051250,
,ACC.1600051251,Encerada,180.00,1600051251,
,ACC.1600051253,Encerada,204.00,1600051253,
,ACC.1600051568,Encerada,88.00,1600051568,
,ACC.1600051569,Encerada,4.00,1600051569,
,ACC.1600051580,Encerada,1041.00,1600051580,
,ACC.1600051717,Encerada,2.00,1600051717,
,ACC.1600052220,Encerada,40.00,1600052220,
,ACC.1600053336,Encerada,144.00,1600053336,
,ACC.1600053338,Encerada,12.00,1600053338,
,ACC.1600053834,Encerada,396.00,1600053834,
,ACC.1600053859,Encerada,30.00,1600053859,
,ACC.1600053862,Encerada,390.00,1600053862,
,ACC.1600053863,Encerada,240.00,1600053863,
,ACC.1600053865,Encerada,4.00,1600053865,
,ACC.1600053866,Encerada,359.00,1600053866,
,ACC.1600053867,Encerada,84.00,1600053867,
,ACC.1600053868,Encerada,72.00,1600053868,
,ACC.1600053869,Encerada,132.00,1600053869,
,ACC.1600053871,Encerada,424.00,1600053871,
,ACC.1600053873,Encerada,24.00,1600053873,
,ACC.1600053874,Encerada,48.00,1600053874,
,ACC.1600053877,Encerada,48.00,1600053877,
,ACC.1600053878,Encerada,24.00,1600053878,
,ACC.1600054163,Encerada,42.00,1600054163,
,ACC.1600054285,Encerada,132.00,1600054285,
,ACC.1600054288,Encerada,72.00,1600054288,
,ACC.1600054582,Encerada,443.00,1600054582,
,ACC.1600054980,Encerada,26.00,1600054980,
,ACC.1600055003,Encerada,154.00,1600055003,
